Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,165.46153259277344,165.6923065185547,163.07691955566406,164.15383911132812,133.33187866210938,5991635
2013-01-03,165.23077392578125,165.3076934814453,161.92308044433594,162.3076934814453,131.83242797851562,6306183
2013-01-04,163.15383911132812,163.53846740722656,162.46153259277344,163.07691955566406,132.4571990966797,3874338
2013-01-07,162.76922607421875,163.23077392578125,161.23077392578125,162.53846740722656,132.0198974609375,4257071
2013-01-08,162.3076934814453,162.46153259277344,159.07691955566406,160.76922607421875,130.58274841308594,5205915
2013-01-09,161.84616088867188,162.07691955566406,161.0,161.15383911132812,130.89524841308594,3710265
2013-01-10,161.84616088867188,163.3076934814453,161.23077392578125,162.84616088867188,132.26979064941406,4335266
2013-01-11,163.23077392578125,163.38461303710938,161.6923065185547,162.53846740722656,132.0198974609375,5439161
2013-01-14,162.92308044433594,163.38461303710938,162.07691955566406,162.46153259277344,131.95736694335938,4123067
2013-01-15,161.84616088867188,163.15383911132812,161.61538696289062,163.07691955566406,132.4571990966797,3451630
2013-01-16,162.6923065185547,163.07691955566406,162.0,162.46153259277344,131.95736694335938,5061173
2013-01-17,163.23077392578125,165.6923065185547,162.46153259277344,163.84616088867188,133.0819854736328,8300721
2013-01-18,168.76922607421875,170.6923065185547,166.07691955566406,169.53846740722656,137.7055206298828,14700322
2013-01-22,170.61538696289062,170.76922607421875,168.46153259277344,169.3076934814453,137.5181121826172,7171554
2013-01-23,169.07691955566406,169.46153259277344,167.3076934814453,168.76922607421875,137.08071899414062,6139705
2013-01-24,168.92308044433594,170.6923065185547,168.84616088867188,169.61538696289062,137.76800537109375,6108843
2013-01-25,171.38461303710938,171.61538696289062,170.07691955566406,171.46153259277344,139.2675323486328,5449574
2013-01-28,172.61538696289062,173.38461303710938,171.23077392578125,173.07691955566406,140.57955932617188,6442592
2013-01-29,173.0,173.6923065185547,172.3076934814453,173.07691955566406,140.57955932617188,4439240
2013-01-30,173.23077392578125,173.46153259277344,171.0,171.0,138.89263916015625,4706052
2013-01-31,170.84616088867188,172.3076934814453,170.61538696289062,171.38461303710938,139.20497131347656,4475601
2013-02-01,172.53846740722656,174.15383911132812,171.6923065185547,174.0,141.32933044433594,5699239
2013-02-04,172.38461303710938,173.0,171.38461303710938,171.61538696289062,139.39248657226562,4658758
2013-02-05,172.92308044433594,174.0,172.6923065185547,173.38461303710938,140.8295135498047,4019301
2013-02-06,172.84616088867188,173.07691955566406,171.61538696289062,172.61538696289062,140.2047119140625,5588154
2013-02-07,173.07691955566406,173.15383911132812,171.3076934814453,172.92308044433594,140.4546356201172,4982367
2013-02-08,173.07691955566406,173.53846740722656,172.6923065185547,173.07691955566406,140.57955932617188,3175198
2013-02-11,173.0,173.15383911132812,171.92308044433594,172.6923065185547,140.26719665527344,2566031
2013-02-12,172.92308044433594,174.23077392578125,172.92308044433594,173.6923065185547,141.0793914794922,4458675
2013-02-13,177.76922607421875,180.61538696289062,177.23077392578125,179.92308044433594,146.1403350830078,11040497
2013-02-14,178.84616088867188,180.6923065185547,177.76922607421875,180.07691955566406,146.26524353027344,7019545
2013-02-15,180.61538696289062,181.15383911132812,178.6923065185547,179.15383911132812,145.51548767089844,5106790
2013-02-19,180.15383911132812,182.6923065185547,180.07691955566406,182.6923065185547,148.3895721435547,5358470
2013-02-20,182.38461303710938,182.6923065185547,179.61538696289062,180.07691955566406,146.26524353027344,4953962
2013-02-21,178.3076934814453,179.61538696289062,177.84616088867188,178.92308044433594,146.5172119140625,6215456
2013-02-22,179.61538696289062,180.38461303710938,178.6923065185547,179.92308044433594,147.3361053466797,3618719
2013-02-25,180.76922607421875,181.0,175.46153259277344,175.46153259277344,143.68258666992188,6710574
2013-02-26,176.6923065185547,178.07691955566406,176.23077392578125,177.3076934814453,145.19444274902344,5371119
2013-02-27,177.07691955566406,180.0,176.92308044433594,179.76922607421875,147.21011352539062,3857932
2013-02-28,179.76922607421875,180.46153259277344,178.46153259277344,178.61538696289062,146.26524353027344,5162898
2013-03-01,177.07691955566406,179.53846740722656,176.92308044433594,178.38461303710938,146.07626342773438,5359497
2013-03-04,178.07691955566406,179.07691955566406,177.15383911132812,179.0,146.58021545410156,3309514
2013-03-05,180.46153259277344,182.38461303710938,180.3076934814453,181.46153259277344,148.5959014892578,4644640
2013-03-06,183.38461303710938,183.38461303710938,182.07691955566406,182.07691955566406,149.09982299804688,4100083
2013-03-07,182.3076934814453,183.3076934814453,182.07691955566406,182.15383911132812,149.16281127929688,2984241
2013-03-08,183.53846740722656,183.84616088867188,182.15383911132812,182.84616088867188,149.72976684570312,3763773
2013-03-11,182.23077392578125,182.6923065185547,180.38461303710938,181.6923065185547,148.78489685058594,4543136
2013-03-12,181.46153259277344,181.53846740722656,179.46153259277344,180.07691955566406,147.4620819091797,4757090
2013-03-13,180.3076934814453,180.92308044433594,180.0,180.6923065185547,147.9660186767578,3139812
2013-03-14,181.15383911132812,182.76922607421875,180.84616088867188,182.23077392578125,149.2258758544922,4501874
2013-03-15,180.3076934814453,182.46153259277344,179.6923065185547,180.3076934814453,147.6510772705078,7651436
2013-03-18,178.23077392578125,179.61538696289062,177.92308044433594,178.84616088867188,146.45420837402344,4381000
2013-03-19,179.23077392578125,179.6923065185547,178.23077392578125,179.38461303710938,146.89515686035156,4699526
2013-03-20,182.53846740722656,183.07691955566406,179.46153259277344,180.46153259277344,147.77703857421875,5103020
2013-03-21,180.15383911132812,181.53846740722656,179.15383911132812,179.15383911132812,146.7061309814453,5010707
